Date,Day,Week,Month,Year,Sales_inc_VAT,sales_excl_VAT,FY,Tertial,Store Name
22/11/2015,22,47,11,2015,327912,262329.6,FY17,T1,Nottingham
29/11/2015,29,48,11,2015,230252,184201.6,FY17,T1,Nottingham
06/12/2015,6,49,12,2015,458935,367148,FY17,T1,Nottingham
13/12/2015,13,50,12,2015,164009,131207.2,FY17,T1,Nottingham
20/12/2015,20,51,12,2015,363364,290691.2,FY17,T1,Nottingham
27/12/2015,27,52,12,2015,438030,350424,FY17,T1,Nottingham
03/01/2016,3,53,1,2016,284090,227272,FY17,T2,Nottingham
10/01/2016,10,1,1,2016,228661,182928.8,FY17,T2,Nottingham
17/01/2016,17,2,1,2016,218580,174864,FY17,T2,Nottingham
24/01/2016,24,3,1,2016,283023,226418.4,FY17,T2,Nottingham
31/01/2016,31,4,1,2016,373754,299003.2,FY17,T2,Nottingham
07/02/2016,7,5,2,2016,374667,299733.6,FY17,T2,Nottingham
14/02/2016,14,6,2,2016,303557,242845.6,FY17,T2,Nottingham
21/02/2016,21,7,2,2016,483163,386530.4,FY17,T2,Nottingham
28/02/2016,28,8,2,2016,477614,382091.2,FY17,T2,Nottingham
06/03/2016,6,9,3,2016,213790,171032,FY17,T2,Nottingham
13/03/2016,13,10,3,2016,391274,313019.2,FY17,T2,Nottingham
20/03/2016,20,11,3,2016,471670,377336,FY17,T2,Nottingham
27/03/2016,27,12,3,2016,157286,125828.8,FY17,T2,Nottingham
03/04/2016,3,13,4,2016,274084,219267.2,FY17,T2,Nottingham
10/04/2016,10,14,4,2016,436060,348848,FY17,T2,Nottingham
17/04/2016,17,15,4,2016,470256,376204.8,FY17,T2,Nottingham
24/04/2016,24,16,4,2016,191976,153580.8,FY17,T2,Nottingham
01/05/2016,1,17,5,2016,336937,269549.6,FY17,T3,Nottingham
08/05/2016,8,18,5,2016,350984,280787.2,FY17,T3,Nottingham
15/05/2016,15,19,5,2016,448238,358590.4,FY17,T3,Nottingham
22/05/2016,22,20,5,2016,444689,355751.2,FY17,T3,Nottingham
29/05/2016,29,21,5,2016,451238,360990.4,FY17,T3,Nottingham
05/06/2016,5,22,6,2016,193650,154920,FY17,T3,Nottingham
12/06/2016,12,23,6,2016,450304,360243.2,FY17,T3,Nottingham
19/06/2016,19,24,6,2016,311545,249236,FY17,T3,Nottingham
26/06/2016,26,25,6,2016,361579,289263.2,FY17,T3,Nottingham
03/07/2016,3,26,7,2016,223600,178880,FY17,T3,Nottingham
10/07/2016,10,27,7,2016,454451,363560.8,FY17,T3,Nottingham
17/07/2016,17,28,7,2016,174004,139203.2,FY17,T3,Nottingham
24/07/2016,24,29,7,2016,260498,208398.4,FY17,T3,Nottingham
31/07/2016,31,30,7,2016,298877,239101.6,FY17,T3,Nottingham
07/08/2016,7,31,8,2016,248948,199158.4,FY17,T3,Nottingham
14/08/2016,14,32,8,2016,221139,176911.2,FY17,T3,Nottingham
21/08/2016,21,33,8,2016,133450,106760,FY17,T3,Nottingham
28/08/2016,28,34,8,2016,113094,90475.2,FY17,T3,Nottingham
04/09/2016,4,35,9,2016,462879,370303.2,FY18,T1,Nottingham
11/09/2016,11,36,9,2016,206955,165564,FY18,T1,Nottingham
18/09/2016,18,37,9,2016,352961,282368.8,FY18,T1,Nottingham
25/09/2016,25,38,9,2016,230799,184639.2,FY18,T1,Nottingham
02/10/2016,2,39,10,2016,479017,383213.6,FY18,T1,Nottingham
09/10/2016,9,40,10,2016,285104,228083.2,FY18,T1,Nottingham
16/10/2016,16,41,10,2016,447580,358064,FY18,T1,Nottingham
23/10/2016,23,42,10,2016,154283,123426.4,FY18,T1,Nottingham
30/10/2016,30,43,10,2016,119547,95637.6,FY18,T1,Nottingham
06/11/2016,6,44,11,2016,283599,226879.2,FY18,T1,Nottingham
13/11/2016,13,45,11,2016,196653,157322.4,FY18,T1,Nottingham
20/11/2016,20,46,11,2016,161314,129051.2,FY18,T1,Nottingham
27/11/2016,27,47,11,2016,345314,276251.2,FY18,T1,Nottingham
04/12/2016,4,48,12,2016,188068,150454.4,FY18,T1,Nottingham
11/12/2016,11,49,12,2016,308164,246531.2,FY18,T1,Nottingham
18/12/2016,18,50,12,2016,473114,378491.2,FY18,T1,Nottingham
25/12/2016,25,51,12,2016,193849,155079.2,FY18,T1,Nottingham
01/01/2017,1,52,1,2017,121188,96950.4,FY18,T2,Nottingham
08/01/2017,8,1,1,2017,405567,324453.6,FY18,T2,Nottingham
15/01/2017,15,2,1,2017,471295,377036,FY18,T2,Nottingham
22/01/2017,22,3,1,2017,150954,120763.2,FY18,T2,Nottingham
29/01/2017,29,4,1,2017,224196,179356.8,FY18,T2,Nottingham
05/02/2017,5,5,2,2017,238678,190942.4,FY18,T2,Nottingham
12/02/2017,12,6,2,2017,476555,381244,FY18,T2,Nottingham
19/02/2017,19,7,2,2017,208648,166918.4,FY18,T2,Nottingham
26/02/2017,26,8,2,2017,117060,93648,FY18,T2,Nottingham
05/03/2017,5,9,3,2017,393794,315035.2,FY18,T2,Nottingham
12/03/2017,12,10,3,2017,389372,311497.6,FY18,T2,Nottingham
19/03/2017,19,11,3,2017,352881,282304.8,FY18,T2,Nottingham
26/03/2017,26,12,3,2017,374738,299790.4,FY18,T2,Nottingham
02/04/2017,2,13,4,2017,412082,329665.6,FY18,T2,Nottingham
09/04/2017,9,14,4,2017,475620,380496,FY18,T2,Nottingham
04/01/2015,4,1,1,2015,319074,255259.2,FY16,T2,Coventry
11/01/2015,11,2,1,2015,270923,216738.4,FY16,T2,Coventry
18/01/2015,18,3,1,2015,401608,321286.4,FY16,T2,Coventry
25/01/2015,25,4,1,2015,275114,220091.2,FY16,T2,Coventry
01/02/2015,1,5,2,2015,348665,278932,FY16,T2,Coventry
08/02/2015,8,6,2,2015,250509,200407.2,FY16,T2,Coventry
15/02/2015,15,7,2,2015,414594,331675.2,FY16,T2,Coventry
22/02/2015,22,8,2,2015,325341,260272.8,FY16,T2,Coventry
01/03/2015,1,9,3,2015,188884,151107.2,FY16,T2,Coventry
08/03/2015,8,10,3,2015,291902,233521.6,FY16,T2,Coventry
15/03/2015,15,11,3,2015,428501,342800.8,FY16,T2,Coventry
22/03/2015,22,12,3,2015,495235,396188,FY16,T2,Coventry
29/03/2015,29,13,3,2015,341130,272904,FY16,T2,Coventry
05/04/2015,5,14,4,2015,110398,88318.4,FY16,T2,Coventry
12/04/2015,12,15,4,2015,284918,227934.4,FY16,T2,Coventry
19/04/2015,19,16,4,2015,462310,369848,FY16,T2,Coventry
26/04/2015,26,17,4,2015,435831,348664.8,FY16,T2,Coventry
03/05/2015,3,18,5,2015,279673,223738.4,FY16,T3,Coventry
10/05/2015,10,19,5,2015,197240,157792,FY16,T3,Coventry
17/05/2015,17,20,5,2015,308876,247100.8,FY16,T3,Coventry
24/05/2015,24,21,5,2015,471684,377347.2,FY16,T3,Coventry
31/05/2015,31,22,5,2015,178778,143022.4,FY16,T3,Coventry
07/06/2015,7,23,6,2015,323299,258639.2,FY16,T3,Coventry
14/06/2015,14,24,6,2015,276437,221149.6,FY16,T3,Coventry
21/06/2015,21,25,6,2015,225141,180112.8,FY16,T3,Coventry
28/06/2015,28,26,6,2015,397546,318036.8,FY16,T3,Coventry
05/07/2015,5,27,7,2015,320380,256304,FY16,T3,Coventry
12/07/2015,12,28,7,2015,256763,205410.4,FY16,T3,Coventry
19/07/2015,19,29,7,2015,429906,343924.8,FY16,T3,Coventry
26/07/2015,26,30,7,2015,276147,220917.6,FY16,T3,Coventry
02/08/2015,2,31,8,2015,144661,115728.8,FY16,T3,Coventry
09/08/2015,9,32,8,2015,313978,251182.4,FY16,T3,Coventry
16/08/2015,16,33,8,2015,345797,276637.6,FY16,T3,Coventry
23/08/2015,23,34,8,2015,367354,293883.2,FY16,T3,Coventry
30/08/2015,30,35,8,2015,450182,360145.6,FY16,T3,Coventry
06/09/2015,6,36,9,2015,282940,226352,FY17,T1,Coventry
13/09/2015,13,37,9,2015,363513,290810.4,FY17,T1,Coventry
20/09/2015,20,38,9,2015,396254,317003.2,FY17,T1,Coventry
27/09/2015,27,39,9,2015,163547,130837.6,FY17,T1,Coventry
04/10/2015,4,40,10,2015,481912,385529.6,FY17,T1,Coventry
11/10/2015,11,41,10,2015,113748,90998.4,FY17,T1,Coventry
18/10/2015,18,42,10,2015,446288,357030.4,FY17,T1,Coventry
25/10/2015,25,43,10,2015,394812,315849.6,FY17,T1,Coventry
01/11/2015,1,44,11,2015,334758,267806.4,FY17,T1,Coventry
08/11/2015,8,45,11,2015,342362,273889.6,FY17,T1,Coventry
15/11/2015,15,46,11,2015,249728,199782.4,FY17,T1,Coventry
22/11/2015,22,47,11,2015,153780,123024,FY17,T1,Coventry
29/11/2015,29,48,11,2015,451365,361092,FY17,T1,Coventry
06/12/2015,6,49,12,2015,121187,96949.6,FY17,T1,Coventry
13/12/2015,13,50,12,2015,473890,379112,FY17,T1,Coventry
20/12/2015,20,51,12,2015,115584,92467.2,FY17,T1,Coventry
27/12/2015,27,52,12,2015,170986,136788.8,FY17,T1,Coventry
03/01/2016,3,53,1,2016,292329,233863.2,FY17,T2,Coventry
10/01/2016,10,1,1,2016,154648,123718.4,FY17,T2,Coventry
17/01/2016,17,2,1,2016,275411,220328.8,FY17,T2,Coventry
24/01/2016,24,3,1,2016,418393,334714.4,FY17,T2,Coventry
31/01/2016,31,4,1,2016,429725,343780,FY17,T2,Coventry
07/02/2016,7,5,2,2016,403880,323104,FY17,T2,Coventry
14/02/2016,14,6,2,2016,169096,135276.8,FY17,T2,Coventry
21/02/2016,21,7,2,2016,175435,140348,FY17,T2,Coventry
28/02/2016,28,8,2,2016,396822,317457.6,FY17,T2,Coventry
06/03/2016,6,9,3,2016,498044,398435.2,FY17,T2,Coventry
13/03/2016,13,10,3,2016,301670,241336,FY17,T2,Coventry
20/03/2016,20,11,3,2016,255655,204524,FY17,T2,Coventry
27/03/2016,27,12,3,2016,133569,106855.2,FY17,T2,Coventry
03/04/2016,3,13,4,2016,262021,209616.8,FY17,T2,Coventry
10/04/2016,10,14,4,2016,166088,132870.4,FY17,T2,Coventry
17/04/2016,17,15,4,2016,103732,82985.6,FY17,T2,Coventry
24/04/2016,24,16,4,2016,180990,144792,FY17,T2,Coventry
01/05/2016,1,17,5,2016,109177,87341.6,FY17,T3,Coventry
08/05/2016,8,18,5,2016,298745,238996,FY17,T3,Coventry
15/05/2016,15,19,5,2016,427008,341606.4,FY17,T3,Coventry
22/05/2016,22,20,5,2016,393201,314560.8,FY17,T3,Coventry
29/05/2016,29,21,5,2016,157798,126238.4,FY17,T3,Coventry
05/06/2016,5,22,6,2016,422711,338168.8,FY17,T3,Coventry
12/06/2016,12,23,6,2016,203729,162983.2,FY17,T3,Coventry
19/06/2016,19,24,6,2016,259437,207549.6,FY17,T3,Coventry
26/06/2016,26,25,6,2016,323840,259072,FY17,T3,Coventry
03/07/2016,3,26,7,2016,417581,334064.8,FY17,T3,Coventry
10/07/2016,10,27,7,2016,495894,396715.2,FY17,T3,Coventry
17/07/2016,17,28,7,2016,297396,237916.8,FY17,T3,Coventry
24/07/2016,24,29,7,2016,114823,91858.4,FY17,T3,Coventry
31/07/2016,31,30,7,2016,289718,231774.4,FY17,T3,Coventry
07/08/2016,7,31,8,2016,321091,256872.8,FY17,T3,Coventry
14/08/2016,14,32,8,2016,184857,147885.6,FY17,T3,Coventry
21/08/2016,21,33,8,2016,362162,289729.6,FY17,T3,Coventry
28/08/2016,28,34,8,2016,487788,390230.4,FY17,T3,Coventry
04/09/2016,4,35,9,2016,467356,373884.8,FY18,T1,Coventry
11/09/2016,11,36,9,2016,376642,301313.6,FY18,T1,Coventry
18/09/2016,18,37,9,2016,305145,244116,FY18,T1,Coventry
25/09/2016,25,38,9,2016,442381,353904.8,FY18,T1,Coventry
02/10/2016,2,39,10,2016,222573,178058.4,FY18,T1,Coventry
09/10/2016,9,40,10,2016,365227,292181.6,FY18,T1,Coventry
16/10/2016,16,41,10,2016,165896,132716.8,FY18,T1,Coventry
23/10/2016,23,42,10,2016,288740,230992,FY18,T1,Coventry
30/10/2016,30,43,10,2016,108053,86442.4,FY18,T1,Coventry
06/11/2016,6,44,11,2016,187562,150049.6,FY18,T1,Coventry
13/11/2016,13,45,11,2016,278086,222468.8,FY18,T1,Coventry
20/11/2016,20,46,11,2016,400102,320081.6,FY18,T1,Coventry
27/11/2016,27,47,11,2016,144798,115838.4,FY18,T1,Coventry
04/12/2016,4,48,12,2016,105025,84020,FY18,T1,Coventry
11/12/2016,11,49,12,2016,407969,326375.2,FY18,T1,Coventry
18/12/2016,18,50,12,2016,247459,197967.2,FY18,T1,Coventry
25/12/2016,25,51,12,2016,122802,98241.6,FY18,T1,Coventry
01/01/2017,1,52,1,2017,296972,237577.6,FY18,T2,Coventry
08/01/2017,8,1,1,2017,271050,216840,FY18,T2,Coventry
15/01/2017,15,2,1,2017,386990,309592,FY18,T2,Coventry
22/01/2017,22,3,1,2017,450429,360343.2,FY18,T2,Coventry
29/01/2017,29,4,1,2017,247041,197632.8,FY18,T2,Coventry
05/02/2017,5,5,2,2017,299685,239748,FY18,T2,Coventry
12/02/2017,12,6,2,2017,428314,342651.2,FY18,T2,Coventry
19/02/2017,19,7,2,2017,210940,168752,FY18,T2,Coventry
26/02/2017,26,8,2,2017,362130,289704,FY18,T2,Coventry
05/03/2017,5,9,3,2017,155656,124524.8,FY18,T2,Coventry
12/03/2017,12,10,3,2017,468891,375112.8,FY18,T2,Coventry
19/03/2017,19,11,3,2017,126739,101391.2,FY18,T2,Coventry
26/03/2017,26,12,3,2017,111328,89062.4,FY18,T2,Coventry
02/04/2017,2,13,4,2017,245531,196424.8,FY18,T2,Coventry
09/04/2017,9,14,4,2017,299623,239698.4,FY18,T2,Coventry
04/01/2015,4,1,1,2015,204297,163437.6,FY16,T2,Manchester
11/01/2015,11,2,1,2015,244104,195283.2,FY16,T2,Manchester
18/01/2015,18,3,1,2015,491240,392992,FY16,T2,Manchester
25/01/2015,25,4,1,2015,474263,379410.4,FY16,T2,Manchester
01/02/2015,1,5,2,2015,418883,335106.4,FY16,T2,Manchester
08/02/2015,8,6,2,2015,214927,171941.6,FY16,T2,Manchester
15/02/2015,15,7,2,2015,255051,204040.8,FY16,T2,Manchester
22/02/2015,22,8,2,2015,397057,317645.6,FY16,T2,Manchester
01/03/2015,1,9,3,2015,234158,187326.4,FY16,T2,Manchester
08/03/2015,8,10,3,2015,355744,284595.2,FY16,T2,Manchester
15/03/2015,15,11,3,2015,457222,365777.6,FY16,T2,Manchester
22/03/2015,22,12,3,2015,354353,283482.4,FY16,T2,Manchester
29/03/2015,29,13,3,2015,249006,199204.8,FY16,T2,Manchester
05/04/2015,5,14,4,2015,395504,316403.2,FY16,T2,Manchester
12/04/2015,12,15,4,2015,148306,118644.8,FY16,T2,Manchester
19/04/2015,19,16,4,2015,486500,389200,FY16,T2,Manchester
26/04/2015,26,17,4,2015,277050,221640,FY16,T2,Manchester
03/05/2015,3,18,5,2015,319023,255218.4,FY16,T3,Manchester
10/05/2015,10,19,5,2015,490031,392024.8,FY16,T3,Manchester
17/05/2015,17,20,5,2015,255603,204482.4,FY16,T3,Manchester
24/05/2015,24,21,5,2015,432442,345953.6,FY16,T3,Manchester
31/05/2015,31,22,5,2015,161393,129114.4,FY16,T3,Manchester
07/06/2015,7,23,6,2015,305986,244788.8,FY16,T3,Manchester
14/06/2015,14,24,6,2015,127720,102176,FY16,T3,Manchester
21/06/2015,21,25,6,2015,250108,200086.4,FY16,T3,Manchester
28/06/2015,28,26,6,2015,413335,330668,FY16,T3,Manchester
05/07/2015,5,27,7,2015,308662,246929.6,FY16,T3,Manchester
12/07/2015,12,28,7,2015,186679,149343.2,FY16,T3,Manchester
19/07/2015,19,29,7,2015,373741,298992.8,FY16,T3,Manchester
26/07/2015,26,30,7,2015,488584,390867.2,FY16,T3,Manchester
02/08/2015,2,31,8,2015,213253,170602.4,FY16,T3,Manchester
09/08/2015,9,32,8,2015,201963,161570.4,FY16,T3,Manchester
16/08/2015,16,33,8,2015,276160,220928,FY16,T3,Manchester
23/08/2015,23,34,8,2015,456283,365026.4,FY16,T3,Manchester
30/08/2015,30,35,8,2015,497063,397650.4,FY16,T3,Manchester
06/09/2015,6,36,9,2015,125745,100596,FY17,T1,Manchester
13/09/2015,13,37,9,2015,435282,348225.6,FY17,T1,Manchester
20/09/2015,20,38,9,2015,254282,203425.6,FY17,T1,Manchester
27/09/2015,27,39,9,2015,168301,134640.8,FY17,T1,Manchester
04/10/2015,4,40,10,2015,246527,197221.6,FY17,T1,Manchester
11/10/2015,11,41,10,2015,366363,293090.4,FY17,T1,Manchester
18/10/2015,18,42,10,2015,442692,354153.6,FY17,T1,Manchester
25/10/2015,25,43,10,2015,311214,248971.2,FY17,T1,Manchester
01/11/2015,1,44,11,2015,270727,216581.6,FY17,T1,Manchester
08/11/2015,8,45,11,2015,408695,326956,FY17,T1,Manchester
15/11/2015,15,46,11,2015,319115,255292,FY17,T1,Manchester
22/11/2015,22,47,11,2015,122462,97969.6,FY17,T1,Manchester
29/11/2015,29,48,11,2015,373040,298432,FY17,T1,Manchester
06/12/2015,6,49,12,2015,437152,349721.6,FY17,T1,Manchester
13/12/2015,13,50,12,2015,136459,109167.2,FY17,T1,Manchester
20/12/2015,20,51,12,2015,243072,194457.6,FY17,T1,Manchester
27/12/2015,27,52,12,2015,105738,84590.4,FY17,T1,Manchester
03/01/2016,3,53,1,2016,101759,81407.2,FY17,T2,Manchester
10/01/2016,10,1,1,2016,253315,202652,FY17,T2,Manchester
17/01/2016,17,2,1,2016,265926,212740.8,FY17,T2,Manchester
24/01/2016,24,3,1,2016,113548,90838.4,FY17,T2,Manchester
31/01/2016,31,4,1,2016,460442,368353.6,FY17,T2,Manchester
07/02/2016,7,5,2,2016,338024,270419.2,FY17,T2,Manchester
14/02/2016,14,6,2,2016,134362,107489.6,FY17,T2,Manchester
21/02/2016,21,7,2,2016,256050,204840,FY17,T2,Manchester
28/02/2016,28,8,2,2016,312632,250105.6,FY17,T2,Manchester
06/03/2016,6,9,3,2016,225023,180018.4,FY17,T2,Manchester
13/03/2016,13,10,3,2016,431416,345132.8,FY17,T2,Manchester
20/03/2016,20,11,3,2016,428678,342942.4,FY17,T2,Manchester
27/03/2016,27,12,3,2016,153002,122401.6,FY17,T2,Manchester
03/04/2016,3,13,4,2016,351878,281502.4,FY17,T2,Manchester
10/04/2016,10,14,4,2016,329989,263991.2,FY17,T2,Manchester
17/04/2016,17,15,4,2016,294675,235740,FY17,T2,Manchester
24/04/2016,24,16,4,2016,425795,340636,FY17,T2,Manchester
01/05/2016,1,17,5,2016,236639,189311.2,FY17,T3,Manchester
08/05/2016,8,18,5,2016,455130,364104,FY17,T3,Manchester
15/05/2016,15,19,5,2016,113192,90553.6,FY17,T3,Manchester
22/05/2016,22,20,5,2016,358331,286664.8,FY17,T3,Manchester
29/05/2016,29,21,5,2016,459660,367728,FY17,T3,Manchester
05/06/2016,5,22,6,2016,348755,279004,FY17,T3,Manchester
12/06/2016,12,23,6,2016,208529,166823.2,FY17,T3,Manchester
19/06/2016,19,24,6,2016,342802,274241.6,FY17,T3,Manchester
26/06/2016,26,25,6,2016,459882,367905.6,FY17,T3,Manchester
03/07/2016,3,26,7,2016,102324,81859.2,FY17,T3,Manchester
10/07/2016,10,27,7,2016,454334,363467.2,FY17,T3,Manchester
17/07/2016,17,28,7,2016,186222,148977.6,FY17,T3,Manchester
24/07/2016,24,29,7,2016,110533,88426.4,FY17,T3,Manchester
31/07/2016,31,30,7,2016,252397,201917.6,FY17,T3,Manchester
07/08/2016,7,31,8,2016,218778,175022.4,FY17,T3,Manchester
14/08/2016,14,32,8,2016,393800,315040,FY17,T3,Manchester
21/08/2016,21,33,8,2016,167184,133747.2,FY17,T3,Manchester
28/08/2016,28,34,8,2016,103509,82807.2,FY17,T3,Manchester
04/09/2016,4,35,9,2016,313819,251055.2,FY18,T1,Manchester
11/09/2016,11,36,9,2016,449198,359358.4,FY18,T1,Manchester
18/09/2016,18,37,9,2016,205719,164575.2,FY18,T1,Manchester
25/09/2016,25,38,9,2016,289782,231825.6,FY18,T1,Manchester
02/10/2016,2,39,10,2016,303782,243025.6,FY18,T1,Manchester
09/10/2016,9,40,10,2016,234866,187892.8,FY18,T1,Manchester
16/10/2016,16,41,10,2016,405276,324220.8,FY18,T1,Manchester
23/10/2016,23,42,10,2016,310918,248734.4,FY18,T1,Manchester
30/10/2016,30,43,10,2016,252866,202292.8,FY18,T1,Manchester
06/11/2016,6,44,11,2016,174857,139885.6,FY18,T1,Manchester
13/11/2016,13,45,11,2016,135502,108401.6,FY18,T1,Manchester
20/11/2016,20,46,11,2016,402402,321921.6,FY18,T1,Manchester
27/11/2016,27,47,11,2016,199584,159667.2,FY18,T1,Manchester
04/12/2016,4,48,12,2016,130549,104439.2,FY18,T1,Manchester
11/12/2016,11,49,12,2016,141939,113551.2,FY18,T1,Manchester
18/12/2016,18,50,12,2016,293587,234869.6,FY18,T1,Manchester
25/12/2016,25,51,12,2016,272464,217971.2,FY18,T1,Manchester
01/01/2017,1,52,1,2017,136408,109126.4,FY18,T2,Manchester
08/01/2017,8,1,1,2017,458129,366503.2,FY18,T2,Manchester
15/01/2017,15,2,1,2017,206240,164992,FY18,T2,Manchester
22/01/2017,22,3,1,2017,451261,361008.8,FY18,T2,Manchester
29/01/2017,29,4,1,2017,351112,280889.6,FY18,T2,Manchester
05/02/2017,5,5,2,2017,470972,376777.6,FY18,T2,Manchester
12/02/2017,12,6,2,2017,435108,348086.4,FY18,T2,Manchester
19/02/2017,19,7,2,2017,368547,294837.6,FY18,T2,Manchester
26/02/2017,26,8,2,2017,243431,194744.8,FY18,T2,Manchester
05/03/2017,5,9,3,2017,166139,132911.2,FY18,T2,Manchester
12/03/2017,12,10,3,2017,224350,179480,FY18,T2,Manchester
19/03/2017,19,11,3,2017,262952,210361.6,FY18,T2,Manchester
26/03/2017,26,12,3,2017,483089,386471.2,FY18,T2,Manchester
02/04/2017,2,13,4,2017,416829,333463.2,FY18,T2,Manchester
09/04/2017,9,14,4,2017,101328,81062.4,FY18,T2,Manchester
04/01/2015,4,1,1,2015,163902,131121.6,FY16,T2,Warrington
11/01/2015,11,2,1,2015,332740,266192,FY16,T2,Warrington
18/01/2015,18,3,1,2015,207971,166376.8,FY16,T2,Warrington
25/01/2015,25,4,1,2015,182073,145658.4,FY16,T2,Warrington
01/02/2015,1,5,2,2015,462805,370244,FY16,T2,Warrington
08/02/2015,8,6,2,2015,456129,364903.2,FY16,T2,Warrington
15/02/2015,15,7,2,2015,178481,142784.8,FY16,T2,Warrington
22/02/2015,22,8,2,2015,141629,113303.2,FY16,T2,Warrington
01/03/2015,1,9,3,2015,116422,93137.6,FY16,T2,Warrington
08/03/2015,8,10,3,2015,475686,380548.8,FY16,T2,Warrington
15/03/2015,15,11,3,2015,196477,157181.6,FY16,T2,Warrington
22/03/2015,22,12,3,2015,254211,203368.8,FY16,T2,Warrington
29/03/2015,29,13,3,2015,287325,229860,FY16,T2,Warrington
05/04/2015,5,14,4,2015,359959,287967.2,FY16,T2,Warrington
12/04/2015,12,15,4,2015,306032,244825.6,FY16,T2,Warrington
19/04/2015,19,16,4,2015,448845,359076,FY16,T2,Warrington
26/04/2015,26,17,4,2015,120738,96590.4,FY16,T2,Warrington
03/05/2015,3,18,5,2015,164635,131708,FY16,T3,Warrington
10/05/2015,10,19,5,2015,475499,380399.2,FY16,T3,Warrington
17/05/2015,17,20,5,2015,155281,124224.8,FY16,T3,Warrington
24/05/2015,24,21,5,2015,455463,364370.4,FY16,T3,Warrington
31/05/2015,31,22,5,2015,126490,101192,FY16,T3,Warrington
07/06/2015,7,23,6,2015,375335,300268,FY16,T3,Warrington
14/06/2015,14,24,6,2015,376062,300849.6,FY16,T3,Warrington
21/06/2015,21,25,6,2015,138678,110942.4,FY16,T3,Warrington
28/06/2015,28,26,6,2015,129262,103409.6,FY16,T3,Warrington
05/07/2015,5,27,7,2015,346160,276928,FY16,T3,Warrington
12/07/2015,12,28,7,2015,432638,346110.4,FY16,T3,Warrington
19/07/2015,19,29,7,2015,373519,298815.2,FY16,T3,Warrington
26/07/2015,26,30,7,2015,418655,334924,FY16,T3,Warrington
02/08/2015,2,31,8,2015,149403,119522.4,FY16,T3,Warrington
09/08/2015,9,32,8,2015,248570,198856,FY16,T3,Warrington
16/08/2015,16,33,8,2015,190071,152056.8,FY16,T3,Warrington
23/08/2015,23,34,8,2015,324972,259977.6,FY16,T3,Warrington
30/08/2015,30,35,8,2015,149755,119804,FY16,T3,Warrington
06/09/2015,6,36,9,2015,167713,134170.4,FY17,T1,Warrington
13/09/2015,13,37,9,2015,158510,126808,FY17,T1,Warrington
20/09/2015,20,38,9,2015,263116,210492.8,FY17,T1,Warrington
27/09/2015,27,39,9,2015,326779,261423.2,FY17,T1,Warrington
04/10/2015,4,40,10,2015,289383,231506.4,FY17,T1,Warrington
11/10/2015,11,41,10,2015,200457,160365.6,FY17,T1,Warrington
18/10/2015,18,42,10,2015,121332,97065.6,FY17,T1,Warrington
25/10/2015,25,43,10,2015,472913,378330.4,FY17,T1,Warrington
01/11/2015,1,44,11,2015,128930,103144,FY17,T1,Warrington
08/11/2015,8,45,11,2015,318587,254869.6,FY17,T1,Warrington
15/11/2015,15,46,11,2015,242898,194318.4,FY17,T1,Warrington
22/11/2015,22,47,11,2015,415812,332649.6,FY17,T1,Warrington
29/11/2015,29,48,11,2015,274323,219458.4,FY17,T1,Warrington
06/12/2015,6,49,12,2015,199182,159345.6,FY17,T1,Warrington
13/12/2015,13,50,12,2015,228196,182556.8,FY17,T1,Warrington
20/12/2015,20,51,12,2015,365951,292760.8,FY17,T1,Warrington
27/12/2015,27,52,12,2015,150534,120427.2,FY17,T1,Warrington
03/01/2016,3,53,1,2016,424804,339843.2,FY17,T2,Warrington
10/01/2016,10,1,1,2016,365870,292696,FY17,T2,Warrington
17/01/2016,17,2,1,2016,176333,141066.4,FY17,T2,Warrington
24/01/2016,24,3,1,2016,161681,129344.8,FY17,T2,Warrington
31/01/2016,31,4,1,2016,424109,339287.2,FY17,T2,Warrington
07/02/2016,7,5,2,2016,280151,224120.8,FY17,T2,Warrington
14/02/2016,14,6,2,2016,121461,97168.8,FY17,T2,Warrington
21/02/2016,21,7,2,2016,345888,276710.4,FY17,T2,Warrington
28/02/2016,28,8,2,2016,264226,211380.8,FY17,T2,Warrington
06/03/2016,6,9,3,2016,162806,130244.8,FY17,T2,Warrington
13/03/2016,13,10,3,2016,330426,264340.8,FY17,T2,Warrington
20/03/2016,20,11,3,2016,346426,277140.8,FY17,T2,Warrington
27/03/2016,27,12,3,2016,467902,374321.6,FY17,T2,Warrington
03/04/2016,3,13,4,2016,381523,305218.4,FY17,T2,Warrington
10/04/2016,10,14,4,2016,240085,192068,FY17,T2,Warrington
17/04/2016,17,15,4,2016,448095,358476,FY17,T2,Warrington
24/04/2016,24,16,4,2016,418443,334754.4,FY17,T2,Warrington
01/05/2016,1,17,5,2016,313061,250448.8,FY17,T3,Warrington
08/05/2016,8,18,5,2016,309373,247498.4,FY17,T3,Warrington
15/05/2016,15,19,5,2016,426669,341335.2,FY17,T3,Warrington
22/05/2016,22,20,5,2016,352003,281602.4,FY17,T3,Warrington
29/05/2016,29,21,5,2016,154147,123317.6,FY17,T3,Warrington
05/06/2016,5,22,6,2016,441743,353394.4,FY17,T3,Warrington
12/06/2016,12,23,6,2016,235571,188456.8,FY17,T3,Warrington
19/06/2016,19,24,6,2016,265577,212461.6,FY17,T3,Warrington
26/06/2016,26,25,6,2016,191700,153360,FY17,T3,Warrington
